customer_id,age,monthly_bill,total_usage,contract_type,churn
711,63,90.09,8.02,Two Year,0
712,19,117.52,19.75,Month-to-Month,0
713,78,194.25,77.36,Month-to-Month,0
714,68,31.98,84.3,One Year,0
715,67,136.7,62.15,One Year,0
716,52,33.34,64.8,Two Year,0
717,40,87.58,3.81,Month-to-Month,0
718,34,164.69,83.02,Month-to-Month,0
719,43,98.03,79.04,One Year,0
720,25,199.49,26.64,Month-to-Month,0
721,46,120.63,71.16,One Year,1
722,43,77.81,22.27,Two Year,0
723,27,59.62,4.99,Two Year,0
724,43,83.09,20.91,One Year,1
725,79,87.06,18.68,Two Year,0
726,51,32.37,34.44,Two Year,0
727,68,86.52,42.43,Month-to-Month,1
728,58,103.56,51.35,Month-to-Month,0
729,24,150.09,48.2,Month-to-Month,0
730,21,138.21,27.8,Month-to-Month,1
731,75,147.58,3.89,Month-to-Month,1
732,70,21.51,60.91,One Year,0
733,67,59.18,40.18,One Year,0
734,62,139.1,30.57,Month-to-Month,0
735,28,107.12,86.83,Two Year,0
736,46,20.96,74.93,Two Year,0
737,73,164.81,85.92,One Year,0
738,53,159.11,50.0,One Year,1
739,42,118.72,13.96,One Year,1
740,38,31.96,69.93,Two Year,0
741,78,157.97,21.4,One Year,0
742,74,125.07,44.68,Two Year,0
743,53,160.75,7.44,One Year,0
744,27,155.31,82.71,Two Year,0
745,54,164.54,13.47,One Year,0
746,26,113.24,90.41,One Year,0
747,41,45.26,86.56,Two Year,1
748,52,140.81,46.99,One Year,0
749,66,131.69,74.69,Month-to-Month,0
750,52,153.61,62.33,Two Year,0
751,65,50.58,80.5,One Year,0
752,53,55.1,43.75,Two Year,1
753,35,180.27,78.8,One Year,0
754,66,155.0,46.78,Month-to-Month,0
755,56,183.48,94.16,One Year,0
756,49,156.57,49.15,One Year,0
757,41,127.49,46.8,Month-to-Month,1
758,40,137.74,78.72,Two Year,0
759,79,180.04,82.34,One Year,0
760,49,124.19,55.89,One Year,0
761,54,133.83,18.8,Month-to-Month,0
762,29,48.17,47.31,Two Year,0
763,66,105.31,96.84,Two Year,0
764,72,148.95,75.55,Month-to-Month,0
765,30,68.77,81.31,Month-to-Month,1
766,40,56.41,4.25,One Year,0
767,42,76.49,47.32,Month-to-Month,0
768,52,63.47,65.02,Month-to-Month,1
769,58,58.68,83.17,Month-to-Month,0
770,47,96.47,5.88,Two Year,0
771,34,183.41,85.39,Month-to-Month,0
772,66,111.27,55.29,One Year,0
773,79,53.83,20.53,One Year,0
774,37,33.85,32.41,One Year,0
775,65,145.31,28.91,Month-to-Month,0
776,42,88.9,53.56,Two Year,0
777,39,167.93,6.12,Month-to-Month,0
778,30,138.71,16.7,Month-to-Month,0
779,76,163.32,81.46,One Year,0
780,36,68.95,14.13,Month-to-Month,0
781,66,144.62,24.11,Two Year,0
782,53,67.53,45.88,One Year,0
783,29,189.03,52.19,Two Year,0
784,78,134.55,76.6,Two Year,0
785,58,78.41,45.29,Two Year,1
786,36,68.51,79.2,Month-to-Month,0
787,29,54.37,62.22,Month-to-Month,0
788,26,145.04,12.2,Month-to-Month,0
789,24,59.37,16.48,Month-to-Month,0
790,45,127.15,44.27,One Year,0
791,31,67.63,40.29,Month-to-Month,1
792,48,139.15,74.61,One Year,1
793,69,166.69,58.49,Two Year,0
794,36,160.04,39.43,One Year,0
795,75,156.95,17.91,Month-to-Month,0
796,64,53.79,23.46,One Year,0
797,33,35.91,57.97,Month-to-Month,0
798,70,145.81,42.92,Month-to-Month,1
799,22,86.3,51.98,One Year,1
800,52,97.82,17.9,One Year,1
801,29,25.61,66.63,Two Year,0
802,42,66.72,85.4,Two Year,0
803,69,26.06,26.54,Two Year,0
804,76,178.25,49.66,Two Year,0
805,38,63.81,97.58,Two Year,0
806,53,120.32,33.99,One Year,0
807,70,27.02,59.91,Two Year,0
808,40,140.03,9.93,One Year,0
809,33,78.14,61.0,Two Year,0
810,74,181.63,9.87,Month-to-Month,1
811,56,179.86,95.96,Two Year,0
812,62,78.55,71.85,Month-to-Month,0
813,70,182.17,79.03,One Year,0
814,59,199.31,70.71,Two Year,0
815,75,168.57,59.38,One Year,0
816,56,172.08,45.54,Two Year,0
817,31,64.82,85.98,One Year,0
818,48,123.81,95.73,Two Year,0
819,75,32.11,50.4,Two Year,1
820,22,37.09,93.22,Month-to-Month,1
821,52,199.8,58.75,One Year,0
822,40,78.8,54.3,One Year,0
823,46,154.67,45.99,One Year,1
824,60,165.2,21.72,One Year,0
825,28,174.44,1.37,One Year,0
826,35,199.57,24.91,Month-to-Month,1
827,64,63.47,51.46,Two Year,0
828,29,27.26,38.62,Month-to-Month,1
829,26,94.01,45.4,One Year,0
830,27,43.41,98.08,One Year,0
831,75,24.04,35.68,Two Year,1
832,61,84.88,45.77,Month-to-Month,0
833,34,161.07,14.22,Two Year,0
834,78,121.91,5.75,Two Year,0
835,55,76.3,77.77,Month-to-Month,1
836,24,137.78,57.5,Two Year,0
837,63,61.76,76.31,Month-to-Month,0
838,30,22.59,15.84,Month-to-Month,0
839,57,157.58,57.61,One Year,0
840,59,132.27,26.11,Two Year,0
841,26,157.21,23.58,One Year,0
842,67,27.01,2.14,Two Year,1
843,44,170.68,13.9,Two Year,0
844,75,131.51,31.62,One Year,0
845,19,121.41,12.57,One Year,0
846,22,132.43,98.6,One Year,1
847,46,175.6,31.55,Month-to-Month,0
848,54,125.65,13.9,Two Year,0
849,55,124.57,20.71,Month-to-Month,1
850,36,198.32,59.18,Two Year,0
851,25,156.21,7.34,Two Year,0
852,65,99.61,86.38,Month-to-Month,0
853,62,147.33,96.19,Month-to-Month,0
854,18,90.06,25.43,Two Year,0
855,39,61.2,45.56,One Year,1
856,69,127.43,3.19,One Year,1
857,34,187.07,64.43,One Year,0
858,24,187.25,41.98,One Year,0
859,42,81.54,27.74,Two Year,0
860,62,114.98,21.48,One Year,0
861,21,58.09,65.75,One Year,0
862,53,199.21,42.21,One Year,1
863,23,196.6,18.79,Two Year,0
864,77,136.91,69.22,Month-to-Month,0
865,48,164.79,56.94,One Year,0
866,36,148.72,86.01,Two Year,0
867,78,126.77,12.63,Two Year,0
868,61,29.6,78.78,One Year,0
869,71,101.86,67.68,Month-to-Month,0
870,56,141.46,12.39,Month-to-Month,0
871,44,141.96,69.79,Month-to-Month,0
872,27,87.16,44.71,Two Year,0
873,43,189.5,94.55,One Year,1
874,36,50.12,15.02,One Year,1
875,56,110.06,64.64,Two Year,0
876,79,144.36,38.82,One Year,0
877,20,145.48,95.72,One Year,1
878,62,136.76,33.67,Month-to-Month,0
879,30,69.55,96.26,One Year,0
880,67,48.12,90.25,One Year,0
881,45,134.47,27.77,Two Year,0
882,79,127.87,80.55,Two Year,0
883,75,52.28,99.56,Month-to-Month,0
884,37,146.93,26.01,Two Year,1
885,45,101.93,44.24,Month-to-Month,0
886,25,140.2,52.5,Month-to-Month,0
887,78,170.73,30.2,One Year,1
888,58,50.55,2.51,Month-to-Month,0
889,56,23.45,22.79,One Year,1
890,18,160.24,28.91,Month-to-Month,1
891,20,129.75,44.92,Two Year,0
892,30,145.94,17.94,Two Year,1
893,45,170.87,87.45,Two Year,0
894,79,164.51,70.79,Month-to-Month,0
895,74,192.97,9.43,Month-to-Month,0
896,77,116.47,65.36,One Year,0
897,66,107.93,65.71,One Year,1
898,42,92.34,95.67,One Year,0
899,73,47.66,1.3,One Year,0
900,50,123.07,25.55,Month-to-Month,0
901,55,69.86,92.85,Month-to-Month,0
902,70,185.84,93.28,One Year,0
903,23,124.97,72.34,Month-to-Month,0
904,75,126.71,76.81,Month-to-Month,1
905,61,83.89,10.06,Month-to-Month,0
906,62,29.36,51.87,Month-to-Month,0
907,49,25.71,23.93,One Year,0
908,62,96.2,18.94,One Year,0
909,78,35.22,81.22,Month-to-Month,0
910,64,129.23,14.37,Two Year,0
911,38,178.58,47.4,One Year,0
912,33,178.92,93.92,One Year,0
913,71,138.63,19.4,Two Year,0
914,38,58.02,97.82,One Year,0
915,28,175.34,99.43,Two Year,0
916,77,179.5,56.01,Two Year,0
917,54,55.4,17.84,Month-to-Month,0
918,53,152.74,32.29,One Year,1
919,52,71.57,43.02,Two Year,0
920,36,164.48,31.62,Month-to-Month,0
921,37,199.5,28.78,One Year,0
922,74,25.4,97.25,Month-to-Month,0
923,35,181.53,16.18,Month-to-Month,0
924,64,132.07,73.6,Two Year,1
925,58,195.21,1.04,One Year,1
926,66,103.7,60.02,Month-to-Month,1
927,31,172.53,91.68,Two Year,1
928,32,31.23,29.51,Two Year,0
929,48,80.35,19.37,Month-to-Month,0
930,18,32.06,65.52,Month-to-Month,0
931,70,195.56,71.55,Two Year,1
932,71,167.06,69.12,Month-to-Month,0
933,71,173.46,32.61,Month-to-Month,0
934,20,188.83,25.97,One Year,0
935,33,35.32,95.64,Two Year,1
936,40,89.41,92.41,Month-to-Month,0
937,74,32.79,46.27,Two Year,0
938,28,57.94,84.77,One Year,1
939,29,61.29,45.78,Two Year,0
940,27,104.44,43.01,Two Year,1
941,49,68.34,16.52,Two Year,0
942,33,38.18,43.21,One Year,0
943,25,50.15,54.2,One Year,1
944,55,46.51,3.23,Two Year,0
945,29,195.15,44.97,Two Year,0
946,41,156.67,78.35,One Year,0
947,45,194.2,68.32,Month-to-Month,0
948,70,99.15,63.88,One Year,0
949,25,70.11,91.05,Two Year,0
950,75,163.69,2.79,Month-to-Month,0
951,45,78.73,56.15,Month-to-Month,1
952,53,73.89,78.95,Month-to-Month,0
953,43,61.85,54.59,One Year,0
954,25,43.34,33.07,One Year,0
955,75,66.16,14.49,One Year,0
956,77,83.96,88.87,One Year,1
957,67,141.32,47.61,Two Year,0
958,45,31.26,87.93,Month-to-Month,1
959,45,57.89,59.0,Two Year,0
960,54,165.62,67.75,One Year,0
961,58,46.45,80.62,One Year,0
962,53,81.68,66.26,Two Year,0
963,44,175.64,40.41,Month-to-Month,0
964,71,47.89,51.85,Month-to-Month,0
965,34,34.89,80.5,One Year,0
966,26,107.22,37.99,One Year,1
967,50,74.44,39.42,One Year,0
968,70,121.41,10.47,One Year,0
969,37,164.68,91.54,Month-to-Month,0
970,30,44.69,10.01,Two Year,0
971,45,124.53,65.17,Month-to-Month,1
972,65,110.99,41.91,Two Year,0
973,46,45.93,41.16,One Year,0
974,30,132.32,68.28,One Year,0
975,63,69.26,7.64,Two Year,0
976,52,107.81,59.78,One Year,0
977,78,34.81,77.43,Month-to-Month,0
978,23,102.73,82.99,One Year,1
979,35,75.16,17.88,One Year,0
980,68,168.03,89.84,One Year,0
981,22,30.26,65.96,One Year,0
982,64,95.35,88.3,Month-to-Month,0
983,42,102.52,49.04,Two Year,1
984,19,150.5,54.66,One Year,1
985,27,123.37,91.98,One Year,0
986,73,140.1,90.09,Month-to-Month,0
987,47,159.87,45.37,Month-to-Month,0
988,67,175.2,28.17,Month-to-Month,0
989,76,76.5,39.92,One Year,0
990,62,116.84,39.39,Two Year,1
991,22,171.22,29.4,Month-to-Month,0
992,72,198.1,27.59,Month-to-Month,0
993,73,180.11,86.25,Month-to-Month,1
994,50,86.86,7.92,Two Year,0
995,71,55.13,68.08,One Year,1
996,18,108.09,18.11,One Year,0
997,35,153.5,35.11,One Year,1
998,49,108.66,7.09,Month-to-Month,0
999,64,106.97,27.73,One Year,0
1000,66,170.88,77.07,Month-to-Month,0
1001,28,85.05,88.62,Two Year,0
1002,38,174.76,22.93,Two Year,0
1003,43,93.22,46.89,One Year,1
1004,42,79.08,47.56,Month-to-Month,1
1005,39,101.72,87.48,Month-to-Month,0
1006,76,157.24,76.52,One Year,0
1007,44,42.68,51.79,Two Year,0
1008,66,55.36,67.4,Two Year,0
1009,30,191.26,84.89,Two Year,0
1010,50,51.59,1.94,Two Year,1
1011,51,122.19,40.89,Two Year,0
1012,58,124.28,90.82,One Year,0
1013,52,108.13,74.29,One Year,0
1014,18,136.05,54.74,One Year,0
1015,38,61.37,53.43,Two Year,0
1016,65,119.48,35.43,Two Year,0
1017,72,86.99,52.53,One Year,0
1018,23,139.1,65.88,One Year,0
1019,45,45.42,42.42,Two Year,0
1020,34,122.76,71.7,Month-to-Month,0
1021,22,53.35,86.26,One Year,0
1022,48,70.16,16.31,Two Year,0
1023,22,59.37,45.7,Two Year,1
1024,55,52.91,41.39,One Year,0
1025,20,168.63,69.06,Month-to-Month,0
1026,70,71.43,25.74,Two Year,0
1027,40,186.88,64.38,One Year,0
1028,54,194.59,87.87,Two Year,0
1029,70,122.83,42.4,Two Year,0
1030,54,45.74,91.19,Two Year,0
1031,27,87.42,99.32,Two Year,1
1032,27,163.59,11.5,Month-to-Month,1
1033,36,86.13,24.07,One Year,0
1034,34,35.66,95.09,One Year,0
1035,38,120.22,95.87,One Year,1
1036,31,172.12,10.67,One Year,0
1037,26,163.27,2.48,One Year,0
1038,63,51.52,16.95,Month-to-Month,1
1039,18,141.1,99.61,Two Year,1
1040,68,59.69,18.82,Two Year,0
1041,62,59.28,50.75,One Year,0
1042,30,177.33,84.99,Two Year,0
1043,21,64.94,3.02,Two Year,1
1044,79,67.38,60.84,Two Year,1
1045,18,20.12,28.43,One Year,0
1046,66,176.72,86.37,One Year,0
1047,57,162.67,29.06,Month-to-Month,0
1048,49,132.92,68.99,One Year,0
1049,51,155.05,67.75,Month-to-Month,1
1050,45,47.37,22.93,One Year,0
1051,48,102.5,4.45,Two Year,0
1052,25,83.22,41.52,Month-to-Month,0
1053,56,36.88,29.63,Month-to-Month,0
1054,43,107.5,81.09,Month-to-Month,0
1055,75,185.73,80.24,One Year,0
1056,51,27.21,46.25,Month-to-Month,1
1057,71,72.46,61.04,One Year,0
1058,71,57.36,60.82,Month-to-Month,1
1059,20,62.87,82.89,One Year,0
1060,76,183.52,43.08,Month-to-Month,0
1061,67,104.25,28.27,Two Year,0
1062,29,103.93,27.24,Two Year,1
1063,18,156.9,54.08,Month-to-Month,0
1064,71,47.81,45.47,One Year,0
1065,61,107.71,44.57,One Year,0
1066,22,97.4,10.02,One Year,0
1067,47,127.44,72.14,Two Year,1
1068,47,199.92,22.16,Two Year,1
1069,76,158.5,20.5,Two Year,0
1070,74,91.62,41.86,One Year,0
1071,34,168.96,23.55,One Year,0
1072,65,50.73,58.8,One Year,0
1073,64,25.48,37.77,Month-to-Month,1
1074,40,56.8,45.44,Month-to-Month,1
1075,32,81.27,54.18,Month-to-Month,0
1076,54,111.9,21.15,Two Year,0
1077,38,130.72,16.42,Two Year,0
1078,31,183.91,88.16,One Year,0
1079,19,111.77,43.94,Month-to-Month,0
1080,28,110.23,41.8,One Year,0
1081,68,29.04,4.53,Month-to-Month,0
1082,56,26.28,50.3,Month-to-Month,0
1083,55,119.21,55.86,One Year,0
1084,77,98.87,56.33,One Year,0
1085,51,171.05,71.0,Month-to-Month,1
1086,55,48.92,18.57,Month-to-Month,0
1087,67,24.49,25.97,Two Year,1
1088,51,100.83,81.26,One Year,0
1089,35,62.75,94.77,One Year,1
1090,47,28.93,14.46,One Year,1
1091,32,150.43,50.27,One Year,0
1092,44,40.09,22.2,Month-to-Month,0
1093,68,129.5,6.95,Two Year,1
1094,51,70.59,33.22,One Year,0
1095,69,51.23,15.23,Month-to-Month,1
1096,74,88.36,71.28,Month-to-Month,0
1097,55,164.26,53.84,Month-to-Month,0
1098,50,90.58,15.24,Month-to-Month,0
1099,41,155.14,1.91,Month-to-Month,0
1100,32,42.59,81.01,One Year,1
1101,77,159.1,18.44,One Year,0
1102,47,62.65,61.02,Two Year,0
1103,72,141.93,34.36,One Year,0
1104,59,121.84,58.96,Month-to-Month,0
1105,68,187.25,32.25,Two Year,0
1106,34,89.72,9.61,Month-to-Month,0
1107,22,31.91,23.07,Month-to-Month,0
1108,46,23.45,19.62,One Year,0
1109,21,168.83,43.37,Month-to-Month,0
1110,27,114.45,66.17,One Year,0
1111,73,159.54,27.12,Month-to-Month,1
1112,34,62.2,2.19,Two Year,1
1113,27,82.12,52.37,Month-to-Month,0
1114,34,25.42,60.97,One Year,0
1115,77,193.07,96.32,Month-to-Month,0
1116,37,140.22,59.36,One Year,0
1117,41,187.98,47.65,One Year,0
1118,22,67.79,57.77,Two Year,1
1119,51,130.06,92.86,One Year,0
1120,23,142.13,83.01,Two Year,1
1121,70,77.16,32.97,Two Year,0
1122,19,172.66,24.49,Month-to-Month,0
1123,30,190.49,27.0,Two Year,1
1124,79,179.27,50.94,One Year,0
1125,60,153.03,74.66,One Year,0
1126,60,69.94,50.82,Two Year,0
1127,65,70.69,7.71,Month-to-Month,0
1128,28,193.4,72.63,Two Year,0
1129,68,21.85,80.79,Two Year,0
1130,64,148.89,29.66,One Year,0
1131,74,147.12,66.75,Month-to-Month,0
1132,40,132.08,43.23,Month-to-Month,1
1133,72,198.22,89.02,Month-to-Month,0
1134,33,76.14,84.68,Month-to-Month,0
1135,48,81.19,53.02,One Year,0
1136,28,34.21,69.46,Month-to-Month,0
1137,71,99.7,88.45,Month-to-Month,0
1138,33,66.99,50.08,Month-to-Month,0
1139,25,81.81,32.01,One Year,0
1140,21,170.22,75.61,One Year,0
1141,57,188.39,22.79,Month-to-Month,0
1142,21,53.43,39.46,One Year,1
1143,73,87.05,86.71,Two Year,0
1144,42,187.15,72.72,Month-to-Month,0
1145,20,31.13,40.98,One Year,0
1146,49,36.62,22.26,Month-to-Month,0
1147,20,49.3,36.24,Month-to-Month,1
1148,44,127.14,29.13,One Year,0
1149,46,47.09,18.43,Two Year,1
1150,49,194.25,74.59,Month-to-Month,0
1151,67,100.41,25.95,Two Year,0
1152,78,110.27,45.96,One Year,1
1153,75,64.4,39.2,Month-to-Month,0
1154,68,104.77,98.23,One Year,1
1155,36,139.14,39.72,One Year,0
1156,38,155.21,8.92,One Year,0
1157,22,155.7,9.89,One Year,0
1158,35,124.02,59.48,Month-to-Month,0
1159,45,182.78,60.34,Two Year,0
1160,59,167.13,42.46,Two Year,0
1161,78,156.27,43.75,Month-to-Month,0
1162,39,30.01,6.34,Month-to-Month,0
1163,38,21.24,52.14,Two Year,0
1164,23,58.24,50.97,Two Year,1
1165,18,139.43,15.81,Month-to-Month,0
1166,22,94.02,11.28,One Year,0
1167,58,92.43,13.23,Month-to-Month,0
1168,29,179.23,11.0,Two Year,1
1169,43,181.2,61.36,One Year,0
1170,63,183.65,20.45,Two Year,0
1171,51,76.5,25.89,One Year,0
1172,66,144.39,18.18,Two Year,0
1173,31,68.89,95.83,One Year,0
1174,43,54.31,85.61,Month-to-Month,1
1175,62,53.23,23.82,Month-to-Month,0
1176,44,81.58,33.43,One Year,0
1177,26,97.39,21.78,One Year,1
1178,43,169.57,49.7,Month-to-Month,0
1179,74,41.58,2.94,Month-to-Month,1
1180,64,152.29,67.47,One Year,1
1181,74,115.66,52.79,One Year,0
1182,39,71.83,89.97,Month-to-Month,0
1183,64,108.71,17.27,Two Year,0
1184,73,73.99,80.61,Month-to-Month,0
1185,47,127.29,79.4,One Year,1
1186,60,98.09,13.59,One Year,1
1187,65,49.59,40.46,Two Year,0
1188,78,40.98,17.85,Month-to-Month,0
1189,34,118.41,26.22,One Year,0
1190,43,182.43,27.06,Month-to-Month,0
1191,53,81.91,56.07,One Year,0
1192,18,151.94,41.73,Two Year,1
1193,25,138.56,94.83,Month-to-Month,0
1194,66,187.68,13.51,Month-to-Month,1
1195,52,167.78,97.4,Two Year,0
1196,78,121.99,23.83,One Year,0
1197,69,138.27,77.51,One Year,0
1198,32,181.71,34.56,Month-to-Month,1
1199,64,91.91,15.17,Two Year,0
1200,73,78.82,85.93,Month-to-Month,0
1201,39,21.95,31.58,Month-to-Month,0
1202,31,168.78,66.23,One Year,0
1203,43,164.18,57.08,One Year,0
1204,45,38.8,47.7,One Year,0
1205,40,123.83,50.09,One Year,0
1206,31,103.52,73.49,One Year,0
1207,41,41.37,9.69,Two Year,0
1208,19,196.5,67.15,Month-to-Month,1
1209,62,58.65,89.69,Two Year,0
1210,43,32.1,6.72,Month-to-Month,0
1211,31,127.07,14.92,One Year,0
1212,76,153.0,71.95,Two Year,0
1213,73,25.84,44.29,Month-to-Month,0
1214,68,138.57,40.95,One Year,1
1215,24,115.81,14.56,One Year,0
1216,20,38.59,51.17,Two Year,0
1217,64,51.05,13.53,Two Year,0
1218,40,122.24,48.19,Two Year,0
1219,63,73.34,76.6,One Year,1
1220,60,188.9,26.57,Month-to-Month,1
1221,64,167.37,48.6,Month-to-Month,0
1222,77,197.04,99.21,Two Year,0
1223,62,66.74,68.98,Month-to-Month,1
1224,35,194.55,84.29,One Year,0
1225,75,97.62,42.07,Month-to-Month,0
1226,55,82.55,77.02,One Year,1
1227,52,29.06,5.01,Two Year,0
1228,68,29.5,13.17,Month-to-Month,0
1229,32,144.56,21.1,One Year,1
1230,42,102.43,40.79,Two Year,0
1231,72,60.77,84.73,Two Year,0
1232,54,130.51,35.28,Two Year,0
1233,45,65.51,65.81,Two Year,0
1234,27,123.97,71.22,Month-to-Month,0
1235,56,84.66,59.03,One Year,0
1236,74,168.24,36.37,Month-to-Month,0
1237,34,167.73,58.13,One Year,1
1238,56,105.92,34.88,Two Year,0
1239,39,83.15,9.3,Month-to-Month,0
1240,43,85.26,99.29,Two Year,0
1241,79,165.03,13.59,One Year,1
1242,61,79.07,8.16,Two Year,0
1243,42,57.63,87.97,Month-to-Month,0
1244,34,35.24,30.88,Month-to-Month,0
1245,30,104.0,65.38,One Year,0
1246,37,106.78,33.57,One Year,0
1247,42,171.36,39.75,Month-to-Month,0
1248,21,59.82,26.95,Month-to-Month,1
1249,27,88.58,34.96,Month-to-Month,1
1250,20,165.51,41.66,Month-to-Month,1
1251,58,168.25,72.32,One Year,0
1252,62,89.23,51.64,Month-to-Month,1
1253,35,102.64,94.41,One Year,1
1254,64,74.59,5.15,Month-to-Month,0
1255,53,187.86,50.8,Month-to-Month,0
1256,64,41.36,58.84,Two Year,0
1257,39,188.07,92.1,Two Year,0
1258,51,143.1,5.87,Month-to-Month,0
1259,64,115.68,57.78,One Year,0
1260,25,25.88,85.51,Month-to-Month,0
1261,57,105.61,24.95,Two Year,0
1262,66,93.39,87.75,Month-to-Month,0
1263,61,49.02,2.89,Two Year,0
1264,36,138.15,73.51,Month-to-Month,1
1265,59,194.81,93.38,Month-to-Month,1
1266,58,121.19,66.06,One Year,0
1267,54,148.66,44.46,Two Year,0
1268,23,32.32,5.44,Two Year,0
1269,69,95.18,92.09,Two Year,0
1270,43,40.94,47.56,One Year,0
1271,51,130.3,3.87,Month-to-Month,0
1272,76,188.93,69.29,One Year,1
1273,73,139.12,48.7,Month-to-Month,0
1274,76,33.82,13.31,One Year,0
1275,62,83.84,22.21,One Year,0
1276,23,119.12,7.38,Two Year,0
1277,54,92.58,57.86,One Year,0
1278,74,170.06,62.58,Month-to-Month,0
1279,50,166.64,51.07,One Year,0
1280,70,130.13,81.89,One Year,0
1281,39,87.22,86.24,Month-to-Month,0
1282,38,65.96,61.95,Two Year,0
1283,23,39.06,2.26,Month-to-Month,0
1284,23,83.88,69.83,Month-to-Month,0
1285,72,94.37,42.38,Month-to-Month,0
1286,65,141.65,56.99,One Year,0
1287,21,138.47,65.26,One Year,0
1288,47,32.62,35.67,Month-to-Month,0
1289,28,91.15,91.79,Month-to-Month,0
1290,79,52.72,14.26,Two Year,0
1291,79,48.23,67.48,One Year,0
1292,47,168.91,1.43,One Year,0
1293,48,27.54,92.54,One Year,0
1294,41,95.45,12.14,One Year,1
1295,72,50.28,10.39,Month-to-Month,0
1296,26,178.28,33.97,Month-to-Month,0
1297,72,120.27,37.98,Two Year,0
1298,20,61.65,22.22,One Year,0
1299,68,110.44,58.93,One Year,0
1300,48,151.67,44.85,Month-to-Month,0
1301,57,192.46,4.38,Two Year,0
1302,54,59.68,32.65,Month-to-Month,1
1303,53,179.51,81.23,One Year,0
1304,41,188.17,69.28,One Year,0
1305,48,184.96,72.76,Two Year,0
1306,23,134.37,70.11,Month-to-Month,0
1307,19,133.37,31.79,One Year,1
1308,37,92.58,10.87,One Year,0
1309,45,155.43,27.97,Two Year,1
1310,28,115.63,83.35,One Year,0
1311,21,141.94,98.07,One Year,0
1312,32,97.12,49.89,Month-to-Month,0
1313,23,151.67,1.96,Two Year,0
1314,71,168.4,14.86,Two Year,0
1315,66,46.36,32.89,Two Year,0
1316,47,169.93,58.28,Month-to-Month,0
1317,73,117.25,8.43,Two Year,0
1318,55,172.04,94.39,One Year,0
1319,68,97.63,37.14,Two Year,0
1320,79,88.23,91.35,One Year,0
1321,74,184.71,78.27,Two Year,0
1322,19,65.21,75.79,Two Year,0
1323,32,171.96,61.07,Month-to-Month,0
1324,28,107.12,63.05,Two Year,1
1325,25,112.54,64.16,Two Year,0
1326,43,75.52,63.24,Month-to-Month,0
1327,68,123.15,55.82,One Year,0
1328,62,78.54,98.65,Two Year,0
1329,61,27.07,73.5,Two Year,0
1330,22,68.96,77.92,One Year,0
1331,23,21.15,87.37,Month-to-Month,0
1332,43,196.1,22.35,Two Year,0
1333,71,193.83,9.3,Month-to-Month,1
1334,21,91.13,48.81,One Year,1
1335,36,151.11,51.89,One Year,0
1336,37,82.25,83.09,Month-to-Month,0
1337,50,140.8,44.93,One Year,0
1338,37,164.98,57.51,One Year,0
1339,66,190.42,53.18,Two Year,0
1340,29,92.04,4.78,Month-to-Month,0
1341,64,160.99,61.91,Two Year,0
1342,18,67.87,82.98,Month-to-Month,1
1343,43,198.26,16.59,Two Year,1
1344,31,24.64,59.84,One Year,0
1345,55,128.64,59.77,Month-to-Month,0
1346,54,138.71,17.25,Month-to-Month,0
1347,79,143.85,13.22,Month-to-Month,0
1348,28,41.67,98.03,Month-to-Month,0
1349,53,188.94,39.98,One Year,1
1350,30,52.61,23.51,One Year,0
1351,60,132.1,17.96,One Year,0
1352,20,60.08,67.09,Two Year,0
1353,50,75.3,61.34,One Year,0
1354,23,118.36,64.71,Two Year,0
1355,67,95.09,9.71,Two Year,0
1356,73,48.84,89.46,One Year,1
1357,27,50.77,39.54,One Year,0
1358,22,95.27,32.02,One Year,0
1359,40,156.31,46.77,Two Year,0
1360,27,181.63,39.62,Month-to-Month,0
1361,61,35.14,86.49,One Year,0
1362,19,90.76,93.0,Two Year,0
1363,30,38.04,31.04,Two Year,0
1364,57,22.99,86.53,One Year,0
1365,19,139.11,78.37,Two Year,0
1366,37,128.44,93.15,One Year,0
1367,18,49.34,25.33,Two Year,0
1368,54,62.09,58.12,Month-to-Month,0
1369,26,24.27,28.18,Two Year,0
1370,34,170.29,82.59,One Year,0
1371,26,195.44,1.53,Month-to-Month,0
1372,28,44.38,56.92,One Year,0
1373,32,61.67,34.58,Two Year,0
1374,41,176.31,32.95,Month-to-Month,0
1375,55,186.76,64.85,Month-to-Month,0
1376,72,95.53,85.3,Two Year,1
1377,52,29.11,61.31,Month-to-Month,0
1378,47,27.09,85.46,Month-to-Month,1
1379,48,123.31,27.2,Month-to-Month,0
1380,66,90.72,52.43,One Year,0
1381,22,25.16,45.6,One Year,1
1382,79,124.99,2.15,Month-to-Month,1
1383,77,22.03,56.12,Two Year,0
1384,61,161.73,66.49,Two Year,0
1385,67,75.16,59.6,One Year,0
1386,31,27.25,73.89,Two Year,0
1387,70,125.9,57.56,Month-to-Month,0
1388,73,91.58,7.61,Two Year,0
1389,28,195.28,12.53,One Year,1
1390,26,117.96,60.05,One Year,0
1391,51,69.54,28.22,Month-to-Month,0
1392,29,147.7,8.88,One Year,0
1393,52,68.87,43.53,One Year,0
1394,52,182.76,55.88,One Year,0
1395,18,87.45,33.55,Two Year,0
1396,57,118.98,72.32,One Year,0
1397,39,29.1,64.73,Two Year,0
1398,77,96.7,33.95,One Year,0
1399,46,169.83,75.73,One Year,0
1400,25,165.02,65.22,Two Year,0
1401,28,60.38,64.11,Two Year,0
1402,58,60.69,55.79,Month-to-Month,0
